key,module,page,component,slot,text,notes,status
skills.browse.placeholder_popular,ui,SkillsPage,SkillsPage,browse_placeholder_popular,"Filter popular skills",,active
skills.empty.popular,ui,SkillsPage,SkillsPage,empty_popular,"No popular skills right now.",,active
skills.toast.bulk_synced,ui,SkillsPage,SkillsPage,toast_bulk_synced,"Synced {{count}} skills to {{agent}}.",,active
skills.toast.bulk_removed,ui,SkillsPage,SkillsPage,toast_bulk_removed,"Removed {{count}} skills.",,active
skills.toast.synced_one,ui,SkillsPage,SkillsPage,toast_synced_one,"Synced {{name}} to {{agent}}.",,active
skills.toast.unsynced_one,ui,SkillsPage,SkillsPage,toast_unsynced_one,"Unsynced {{name}} from {{agent}}.",,active
skills.toast.updated,ui,SkillsPage,SkillsPage,toast_updated,"Updated {{name}}.",,active
skills.confirm.bulk_remove_title,ui,SkillsPage,SkillsPage,confirm_bulk_remove_title,"Remove {{count}} skills?",,active
skills.confirm.bulk_remove_desc,ui,SkillsPage,SkillsPage,confirm_bulk_remove_desc,"This unsyncs each skill from every agent and deletes its local copy.",,active
skills.update.available,ui,SkillsPage,SkillDetailPanel,update_available,"A newer version is available upstream.",,active
skills.update.action,ui,SkillsPage,SkillDetailPanel,update_action,"Update",,active
skills.usage.section_title,ui,SkillsPage,SkillDetailPanel,usage_section_title,"Activity",,active
skills.usage.invocations,ui,SkillsPage,SkillDetailPanel,usage_invocations,"Invocations",,active
skills.usage.cost,ui,SkillsPage,SkillDetailPanel,usage_cost,"Est. cost",,active
skills.usage.never,ui,SkillsPage,SkillDetailPanel,usage_never,"Never",,active
skills.usage.last_used,ui,SkillsPage,SkillDetailPanel,usage_last_used,"Last used",,active
skills.usage.today,ui,SkillsPage,SkillDetailPanel,usage_today,"Today",,active
skills.usage.days_ago,ui,SkillsPage,SkillDetailPanel,usage_days_ago,"{{days}}d ago",,active
skills.usage.months_ago,ui,SkillsPage,SkillDetailPanel,usage_months_ago,"{{months}}mo ago",,active
skills.usage.unknown,ui,SkillsPage,SkillDetailPanel,usage_unknown,"Unknown",,active
skills.usage.unused,ui,SkillsPage,SkillDetailPanel,usage_unused,"Not invoked yet. Possible dead weight if you never use it.",,active
skills.usage.disclaimer,ui,SkillsPage,SkillDetailPanel,usage_disclaimer,"Counts from Claude transcripts. Cost is the approximate spend of turns that invoked this skill.",,active
dashboard.device_filter.all,dashboard,DashboardPage,UsageOverview,option_all,"All devices",,active
dashboard.device_filter.aria,dashboard,DashboardPage,UsageOverview,select_aria,"Filter by device",,active
dashboard.device_card.title,dashboard,DashboardPage,DeviceUsageCard,title,"By device",,active
dashboard.device_card.current,dashboard,DashboardPage,DeviceUsageCard,current,"This device",,active
dashboard.device_card.unnamed,dashboard,DashboardPage,DeviceUsageCard,unnamed,"Unnamed device",,active
dashboard.device_card.rename_aria,dashboard,DashboardPage,DeviceUsageCard,rename_aria,"Rename device",,active
dashboard.device_card.rename_placeholder,dashboard,DashboardPage,DeviceUsageCard,rename_placeholder,"Device name",,active
dashboard.device_card.rename_save,dashboard,DashboardPage,DeviceUsageCard,rename_save,"Save name",,active
dashboard.device_card.rename_cancel,dashboard,DashboardPage,DeviceUsageCard,rename_cancel,"Cancel",,active
dashboard.device_card.rename_error,dashboard,DashboardPage,DeviceUsageCard,rename_error,"Couldn't rename — that name may already be in use.",,active
dashboard.device_card.clear,dashboard,DashboardPage,DeviceUsageCard,clear,"Clear",,active
dashboard.device_card.empty,dashboard,DashboardPage,DeviceUsageCard,empty,"No active devices found",,active
dashboard.device_card.account_scope,dashboard,DashboardPage,DeviceUsageCard,account_scope,"Account-wide",,active
dashboard.device_card.account_scope_tip,dashboard,DashboardPage,DeviceUsageCard,account_scope_tip,"Synced from the provider's account API — not tied to a single device",,active
limits.provider.opencode_go,ui,LimitsPage,UsageLimitsPanel,provider_opencode_go,"OpenCode Go",,active
limits.label.opencode_go_5h,ui,LimitsPage,UsageLimitsPanel,opencode_go_5h,"5h",,active
limits.label.opencode_go_weekly,ui,LimitsPage,UsageLimitsPanel,opencode_go_weekly,"Weekly",,active
limits.label.opencode_go_monthly,ui,LimitsPage,UsageLimitsPanel,opencode_go_monthly,"Monthly",,active
limits.opencodeGo.setupHint.title,ui,LimitsPage,UsageLimitsPanel,opencode_go_hint_title,"Connect OpenCode Go",,active
limits.opencodeGo.setupHint.subtitle,ui,LimitsPage,UsageLimitsPanel,opencode_go_hint_subtitle,"Limits read from your signed-in opencode.ai session (no public API).",,active
limits.opencodeGo.setupHint.step1,ui,LimitsPage,UsageLimitsPanel,opencode_go_hint_step1,"Sign in and open your Go workspace.",,active
limits.opencodeGo.setupHint.cta,ui,LimitsPage,UsageLimitsPanel,opencode_go_hint_cta,"Open opencode.ai",,active
limits.opencodeGo.setupHint.step2,ui,LimitsPage,UsageLimitsPanel,opencode_go_hint_step2,"Copy the auth cookie (and optionally workspace ID) from that page:",,active
limits.opencodeGo.setupHint.step2_workspace,ui,LimitsPage,UsageLimitsPanel,opencode_go_hint_step2_workspace,"Workspace ID (optional): the wrk_… segment in the page URL.",,active
limits.opencodeGo.setupHint.step2_cookie,ui,LimitsPage,UsageLimitsPanel,opencode_go_hint_step2_cookie,"auth cookie (required): DevTools ▸ Application ▸ Cookies ▸ opencode.ai ▸ auth.",,active
limits.opencodeGo.setupHint.step3,ui,LimitsPage,UsageLimitsPanel,opencode_go_hint_step3,"Add to your shell profile, then restart the tracker:",,active
limits.opencodeGo.setupHint.note_app,ui,LimitsPage,UsageLimitsPanel,opencode_go_hint_note_app,"macOS app: set with launchctl setenv, then reopen the app.",,active
limits.opencodeGo.setupHint.copy,ui,LimitsPage,UsageLimitsPanel,opencode_go_hint_copy,"Copy",,active
limits.opencodeGo.setupHint.copied,ui,LimitsPage,UsageLimitsPanel,opencode_go_hint_copied,"Copied",,active
settings.menubar.updates.checking,ui,SettingsPage,NativeAppFooter,updates_checking,"Checking...","正在检测...",active
settings.menubar.updates.upToDate,ui,SettingsPage,NativeAppFooter,updates_uptodate,"You are up to date!","已是最新版本",active
settings.menubar.updates.failed,ui,SettingsPage,NativeAppFooter,updates_failed,"Failed to check for updates. Please try again.","检查更新失败，请重试",active
settings.menubar.updates.modalTitle,ui,SettingsPage,NativeAppFooter,updates_title,"Update Available","发现新版本",active
settings.menubar.updates.modalDescription,ui,SettingsPage,NativeAppFooter,updates_desc,"A new version {{version}} is available. Would you like to view and download it on GitHub?","发现新版本 {{version}}。是否前往 GitHub 查看并下载？",active
settings.menubar.updates.modalConfirm,ui,SettingsPage,NativeAppFooter,updates_confirm,"Download","前往下载",active
settings.menubar.updates.modalCancel,ui,SettingsPage,NativeAppFooter,updates_cancel,"Cancel","取消",active
settings.menubar.updates.footerCore,ui,SettingsPage,NativeAppFooter,updates_footer_core,"TokenTracker v{{version}}",,active
settings.menubar.updates.footerCombined,ui,SettingsPage,NativeAppFooter,updates_footer_combined,"TokenTrackerBar v{{barVersion}} (Core v{{coreVersion}})",,active
nav.pet,shared,*,Sidebar,nav_pet,"Pet",,active
pet.page.eyebrow,dashboard,PetPage,PetPage,eyebrow,"Desktop companion",,active
pet.page.title,dashboard,PetPage,PetPage,title,"Pet",,active
pet.page.subtitle,dashboard,PetPage,PetPage,subtitle,"Choose a companion and preview how it reacts to your real AI activity.",,active
pet.preview.states,dashboard,PetPage,PetPage,preview_states,"Preview pet states",,active
pet.controls.title,dashboard,PetPage,PetPage,controls_title,"Desktop controls",,active
pet.controls.show,dashboard,PetPage,PetPage,show,"Show desktop pet",,active
pet.controls.show_hint,dashboard,PetPage,PetPage,show_hint,"Keep your companion above other windows.",,active
pet.controls.size,dashboard,PetPage,PetPage,size,"Pet size",,active
pet.controls.native_only,dashboard,PetPage,PetPage,native_only,"Open this page in the TokenTracker desktop app to control the live pet.",,active
pet.characters.title,dashboard,PetPage,PetPage,characters_title,"Choose your companion",,active
pet.characters.subtitle,dashboard,PetPage,PetPage,characters_subtitle,"Every character shares the full state system, with its own palette and silhouette.",,active
pet.character.clawd,dashboard,PetPage,PetPage,character_clawd,"Clawd",,active
pet.character.clawd_desc,dashboard,PetPage,PetPage,character_clawd_desc,"The original claw-shaped token keeper.",,active
pet.character.sprout,dashboard,PetPage,PetPage,character_sprout,"Sprout",,active
pet.character.sprout_desc,dashboard,PetPage,PetPage,character_sprout_desc,"A leaf-eared seedling spirit with tiny root feet.",,active
pet.character.byte,dashboard,PetPage,PetPage,character_byte,"Byte",,active
pet.character.byte_desc,dashboard,PetPage,PetPage,character_byte_desc,"A hovering terminal robot with expressive screen eyes.",,active
pet.character.ember,dashboard,PetPage,PetPage,character_ember,"Ember",,active
pet.character.ember_desc,dashboard,PetPage,PetPage,character_ember_desc,"A flame-tailed fox spirit that celebrates hot streaks.",,active
pet.state.calm,dashboard,PetPage,PetPage,state_calm,"Calm",,active
pet.state.focus,dashboard,PetPage,PetPage,state_focus,"Focus",,active
pet.state.multitask,dashboard,PetPage,PetPage,state_multitask,"Multi-model",,active
pet.state.streak,dashboard,PetPage,PetPage,state_streak,"Streak",,active
pet.state.celebrate,dashboard,PetPage,PetPage,state_celebrate,"New usage",,active
pet.state.rest,dashboard,PetPage,PetPage,state_rest,"Rest",,active
pet.size.small,dashboard,PetPage,PetPage,size_small,"Small",,active
pet.size.medium,dashboard,PetPage,PetPage,size_medium,"Medium",,active
pet.size.large,dashboard,PetPage,PetPage,size_large,"Large",,active
pet.import.title,dashboard,PetPage,PetPage,import_title,"Import Codex Pet",,active
pet.import.subtitle,dashboard,PetPage,PetPage,import_subtitle,"Paste a codex-pets.net link or choose a .zip package.",,active
pet.import.add,dashboard,PetPage,PetPage,import_add,"Add",,active
pet.import.zip,dashboard,PetPage,PetPage,import_zip,"Choose package",,active
pet.import.remove,dashboard,PetPage,PetPage,import_remove,"Remove imported pet",,active
pet.import.success,dashboard,PetPage,PetPage,import_success,"Pet imported and selected.",,active
pet.import.failed,dashboard,PetPage,PetPage,import_failed,"Could not import this pet.",,active
pet.import.busy,dashboard,PetPage,PetPage,import_busy,"Importing…",,active
pet.format.v2,dashboard,PetPage,PetPage,format_v2,"V2",,active
pet.import.removed,dashboard,PetPage,PetPage,import_removed,"Imported pet removed.",,active
pet.import.url_label,dashboard,PetPage,PetPage,import_url_label,"Codex Pets URL or pet id",,active
pet.codex.title,dashboard,PetPage,PetPage,codex_title,"From Codex",,active
pet.codex.subtitle,dashboard,PetPage,PetPage,codex_subtitle,"Import pets you already have in the Codex app — including its built-in companions.",,active
pet.codex.import,dashboard,PetPage,PetPage,codex_import,"Import selected",,active
pet.codex.browse,dashboard,PetPage,PetPage,codex_browse,"Import from Codex",,active
pet.codex.close,dashboard,PetPage,PetPage,codex_close,"Close",,active
pet.codex.select_all,dashboard,PetPage,PetPage,codex_select_all,"Select all",,active
pet.codex.empty,dashboard,PetPage,PetPage,codex_empty,"No new Codex pets to import.",,active
pet.codex.imported,dashboard,PetPage,PetPage,codex_imported,"Imported from Codex.",,active
nav.achievements,shared,*,Sidebar,nav_achievements,"Achievements",,active
achievements.section.title,dashboard,*,AchievementsSection,section_title,"Achievements",,active
achievements.page.title,dashboard,AchievementsPage,AchievementsPage,page_title,"Achievements",,active
achievements.page.local_note,dashboard,AchievementsPage,AchievementsPage,local_note,"Project and night-owl badges stay on this device.",,active
achievements.signin.prompt,dashboard,AchievementsPage,AchievementsPage,signin_prompt,"Sign in to earn cloud achievements and show them on the leaderboard.",,active
achievements.mini.tooltip,dashboard,LeaderboardPage,BadgeMini,mini_tooltip,"{{name}} — {{tier}}",,active
achievements.badge.aria,dashboard,*,AchievementsSection,badge_aria,"{{name}} — {{tier}}",,active
achievements.tier.bronze,dashboard,*,AchievementBadge,tier_bronze,"Bronze",,active
achievements.tier.silver,dashboard,*,AchievementBadge,tier_silver,"Silver",,active
achievements.tier.gold,dashboard,*,AchievementBadge,tier_gold,"Gold",,active
achievements.tier.diamond,dashboard,*,AchievementBadge,tier_diamond,"Diamond",,active
achievements.modal.locked,dashboard,*,BadgeDetailModal,locked,"Locked",,active
achievements.modal.achieved_label,dashboard,*,BadgeDetailModal,achieved_label,"Achieved",,active
achievements.modal.value_label,dashboard,*,BadgeDetailModal,value_label,"Current value",,active
achievements.modal.progress_to_next,dashboard,*,BadgeDetailModal,progress_to_next,"Progress to {{tier}}",,active
achievements.modal.max_tier,dashboard,*,BadgeDetailModal,max_tier,"Max tier reached",,active
achievements.modal.close,dashboard,*,BadgeDetailModal,close,"Close",,active
achievements.modal.tier_history,dashboard,*,BadgeDetailModal,tier_history,"Tier history",,active
achievements.modal.coin_aria,dashboard,*,BadgeDetailModal,coin_aria,"{{name}} badge coin — drag or use arrow keys to spin",,active
achievements.modal.issue_number,dashboard,*,BadgeDetailModal,issue_number,"No.{{number}}",,active
achievements.badge.token_titan.name,dashboard,*,AchievementsSection,token_titan_name,"Token Titan",,active
achievements.badge.token_titan.desc,dashboard,*,BadgeDetailModal,token_titan_desc,"Accumulate lifetime tokens across all your AI tools.",,active
achievements.badge.big_day.name,dashboard,*,AchievementsSection,big_day_name,"Big Day",,active
achievements.badge.big_day.desc,dashboard,*,BadgeDetailModal,big_day_desc,"Burn through a massive number of tokens in a single day.",,active
achievements.badge.wordsmith.name,dashboard,*,AchievementsSection,wordsmith_name,"Wordsmith",,active
achievements.badge.wordsmith.desc,dashboard,*,BadgeDetailModal,wordsmith_desc,"Accumulate output tokens — the code and words your AI actually writes.",,active
achievements.badge.marathoner.name,dashboard,*,AchievementsSection,marathoner_name,"Marathoner",,active
achievements.badge.marathoner.desc,dashboard,*,BadgeDetailModal,marathoner_desc,"Rack up active days over your tracking history.",,active
achievements.badge.streak.name,dashboard,*,AchievementsSection,streak_name,"On Fire",,active
achievements.badge.streak.desc,dashboard,*,BadgeDetailModal,streak_desc,"Keep an unbroken daily usage streak alive.",,active
achievements.badge.weekend_warrior.name,dashboard,*,AchievementsSection,weekend_warrior_name,"Weekend Warrior",,active
achievements.badge.weekend_warrior.desc,dashboard,*,BadgeDetailModal,weekend_warrior_desc,"Keep shipping on Saturdays and Sundays.",,active
achievements.badge.momentum.name,dashboard,*,AchievementsSection,momentum_name,"Momentum",,active
achievements.badge.momentum.desc,dashboard,*,BadgeDetailModal,momentum_desc,"Multiply your weekly usage over the previous week.",,active
achievements.badge.polyglot.name,dashboard,*,AchievementsSection,polyglot_name,"Model Polyglot",,active
achievements.badge.polyglot.desc,dashboard,*,BadgeDetailModal,polyglot_desc,"Put many different models to work.",,active
achievements.badge.trendsetter.name,dashboard,*,AchievementsSection,trendsetter_name,"Trendsetter",,active
achievements.badge.trendsetter.desc,dashboard,*,BadgeDetailModal,trendsetter_desc,"Adopt new models within their first week in the wild.",,active
achievements.badge.multitool.name,dashboard,*,AchievementsSection,multitool_name,"Multitool",,active
achievements.badge.multitool.desc,dashboard,*,BadgeDetailModal,multitool_desc,"Track usage across many AI coding tools.",,active
achievements.badge.podium.name,dashboard,*,AchievementsSection,podium_name,"Podium",,active
achievements.badge.podium.desc,dashboard,*,BadgeDetailModal,podium_desc,"Climb the all-time leaderboard.",,active
achievements.badge.veteran.name,dashboard,*,AchievementsSection,veteran_name,"Veteran",,active
achievements.badge.veteran.desc,dashboard,*,BadgeDetailModal,veteran_desc,"Stick around — counted from your first tracked day.",,active
achievements.badge.project_hopper.name,dashboard,*,AchievementsSection,project_hopper_name,"Project Hopper",,active
achievements.badge.project_hopper.desc,dashboard,*,BadgeDetailModal,project_hopper_desc,"Spread your tokens across many projects.",,active
achievements.badge.project_devotion.name,dashboard,*,AchievementsSection,project_devotion_name,"Project Devotion",,active
achievements.badge.project_devotion.desc,dashboard,*,BadgeDetailModal,project_devotion_desc,"Pour tokens into a single beloved project.",,active
achievements.badge.night_owl.name,dashboard,*,AchievementsSection,night_owl_name,"Night Owl",,active
achievements.badge.night_owl.desc,dashboard,*,BadgeDetailModal,night_owl_desc,"Code in the small hours between midnight and 6 AM.",,active
achievements.signin.action,dashboard,AchievementsPage,AchievementsPage,signin_action,"Sign in",,active
achievements.scope.local,dashboard,*,AchievementsSection,scope_local,"Local",,active
achievements.page.suggest,dashboard,AchievementsPage,AchievementsPage,suggest,"Have an idea for a new badge?",,active
achievements.page.suggest_link,dashboard,AchievementsPage,AchievementsPage,suggest_link,"Suggest it on GitHub",,active
sessions.card.title,dashboard,DashboardPage,SessionInsightsCard,title,"Session efficiency",,active
sessions.card.subtitle,dashboard,DashboardPage,SessionInsightsCard,subtitle,"Comparable edit-turn signals across Claude and Codex",,active
sessions.card.loading,dashboard,DashboardPage,SessionInsightsCard,loading,"Analyzing local session metadata…",,active
sessions.card.edit_sessions,dashboard,DashboardPage,SessionInsightsCard,edit_sessions,"Edit sessions",,active
sessions.card.first_pass,dashboard,DashboardPage,SessionInsightsCard,first_pass,"First-pass",,active
sessions.card.cost_edit,dashboard,DashboardPage,SessionInsightsCard,cost_edit,"Cost / edit",,active
sessions.card.model,dashboard,DashboardPage,SessionInsightsCard,model,"Model",,active
sessions.card.edit_session_value,dashboard,DashboardPage,SessionInsightsCard,edit_session_value,"{{edits}} / {{sessions}}",,active
sessions.card.edit_turn_count,dashboard,DashboardPage,SessionInsightsCard,edit_turn_count,"{{count}} edit turns",,active
sessions.card.tokens_edit,dashboard,DashboardPage,SessionInsightsCard,tokens_edit,"Tokens / edit",,active
sessions.card.sample,dashboard,DashboardPage,SessionInsightsCard,sample,"{{sessions}} sessions · {{edits}} edit turns",,active
sessions.card.methodology_label,dashboard,DashboardPage,SessionInsightsCard,methodology_label,"How measured",,active
sessions.card.methodology,dashboard,DashboardPage,SessionInsightsCard,methodology,"Edit = a user turn containing an observed edit tool. First-pass = exactly one edit turn with no repeated request.",,active
sessions.card.context,dashboard,DashboardPage,SessionInsightsCard,context,"Estimated fixed context",,active
sessions.card.context_tooltip,dashboard,DashboardPage,SessionInsightsCard,context_tooltip,"Instructions, installed skills, and inferred MCP tool schemas",,active
sessions.card.privacy,dashboard,DashboardPage,SessionInsightsCard,privacy,"Local metadata only. Prompt, response, command output, and diff contents are never retained.",,active
sessions.card.subagents,dashboard,DashboardPage,SessionInsightsCard,subagents,"Subagent dispatches",,active
sessions.card.subagent_item,dashboard,DashboardPage,SessionInsightsCard,subagent_item,"{{name}} · {{calls}}",,active
limits.alert.enable,limits,LimitsPage,LimitsPage,enable_alerts,"Enable predictive limit alerts",,active
limits.alert.disable,limits,LimitsPage,LimitsPage,disable_alerts,"Disable predictive limit alerts",,active
limits.alert.title,limits,LimitsPage,LimitsPage,alert_title,"{{provider}} limit may run out early",,active
limits.alert.body,limits,LimitsPage,LimitsPage,alert_body,"At the current pace, usage may run out in {{eta}} ({{percent}}% used).",,active
limits.alert.blocked,limits,LimitsPage,LimitsPage,alert_blocked,"Notifications are off — allow in System Settings",,active
limits.provenance.fresh,limits,LimitsPage,UsageLimitsPanel,provenance_fresh,"Live",,active
limits.provenance.stale,limits,LimitsPage,UsageLimitsPanel,provenance_stale,"Stale",,active
limits.provenance.tooltip,limits,LimitsPage,UsageLimitsPanel,provenance_tooltip,"Source: {{source}}; confidence: {{confidence}}",,active
limits.reauth.badge,limits,LimitsPage,UsageLimitsPanel,reauth_badge,"Re-auth",,active
limits.reauth.tooltip,limits,LimitsPage,UsageLimitsPanel,reauth_tooltip,"Sign-in expired — run `{{command}}` in a terminal once to sign in again, then refresh.",,active
shared.github.star,shared,*,GithubStar,star,"Star",,active
device.approval.title,ui,DevicePage,DevicePage,title,"Approve your CLI",,active
device.approval.description,ui,DevicePage,DevicePage,description,"Enter the code shown by your CLI. It will link this machine to your account so its token usage appears in your leaderboard profile.",,active
device.approval.sign_in_banner,ui,DevicePage,DevicePage,sign_in_banner,"Sign in first, then return to this page.",,active
device.approval.code_label,ui,DevicePage,DevicePage,code_label,"CLI code",,active
device.approval.action.approve,ui,DevicePage,DevicePage,approve,"Approve",,active
device.approval.action.approving,ui,DevicePage,DevicePage,approving,"Approving…",,active
device.approval.error.sign_in,ui,DevicePage,DevicePage,error_sign_in,"Please sign in first.",,active
device.approval.error.invalid_code,ui,DevicePage,DevicePage,error_invalid_code,"Invalid code format. Expected XXXX-XXXX.",,active
device.approval.error.no_token,ui,DevicePage,DevicePage,error_no_token,"No access token — please sign in again.",,active
device.approval.success.already,ui,DevicePage,DevicePage,success_already,"This device was already approved.",,active
device.approval.success.already_client,ui,DevicePage,DevicePage,success_already_client,"{{client}} was already approved.",,active
device.approval.success.approved,ui,DevicePage,DevicePage,success_approved,"Approved. You can close this tab — your CLI will connect within a few seconds.",,active
device.approval.success.approved_client,ui,DevicePage,DevicePage,success_approved_client,"Approved for {{client}}. You can close this tab — your CLI will connect within a few seconds.",,active
device.approval.error.not_found,ui,DevicePage,DevicePage,error_not_found,"Code not found. Double-check the code shown by your CLI.",,active
device.approval.error.expired,ui,DevicePage,DevicePage,error_expired,"Code expired. Run `tracker device-login` again and retry.",,active
device.approval.error.session_expired,ui,DevicePage,DevicePage,error_session_expired,"Session expired. Sign out, sign in, and try again.",,active
device.approval.error.server,ui,DevicePage,DevicePage,error_server,"Server error (HTTP {{status}}).",,active
device.approval.error.server_detail,ui,DevicePage,DevicePage,error_server_detail,"Server error: {{message}}",,active
device.approval.error.network,ui,DevicePage,DevicePage,error_network,"Network error: {{message}}",,active
dashboard.cost_breakdown.empty,ui,CostAnalysisModal,CostAnalysisModal,empty,"No spend recorded.",,active
dashboard.cost_breakdown.model_column,ui,CostAnalysisModal,CostAnalysisModal,model_column,"Model",,active
dashboard.cost_breakdown.cost_column,ui,CostAnalysisModal,CostAnalysisModal,cost_column,"Cost",,active
heatmap.3d.modal.eyebrow,ui,ActivityHeatmap,ActivityHeatmap,eyebrow,"3D Insight",,active
heatmap.tooltip.level,ui,ActivityHeatmap,ActivityHeatmap,tooltip_level,"Level {{level}}",,active
heatmap.tooltip.tokens,ui,ActivityHeatmap3D,ActivityHeatmap3D,tooltip_tokens,"{{day}}: {{value}} tokens",,active
heatmap.tooltip.model_breakdown,ui,ActivityHeatmap,ActivityHeatmap,model_breakdown,"Model Breakdown",,active
heatmap.tooltip.token_breakdown,ui,TrendMonitor,TrendMonitor,token_breakdown,"Token Breakdown",,active
trend.monitor.empty,ui,DashboardPage,TrendMonitor,empty,"No data yet",,active
trend.monitor.unsynced,ui,DashboardPage,TrendMonitor,unsynced,"Unsynced",,active
wrapped.loading,ui,WrappedPage,WrappedPage,loading,"Loading…",,active
wrapped.error,ui,WrappedPage,WrappedPage,error,"Couldn't load Wrapped: {{error}}",,active
wrapped.empty,ui,WrappedPage,WrappedPage,empty,"No data for that year yet. Run `{{command}}` first.",,active
wrapped.kicker,ui,WrappedPage,WrappedPage,kicker,"TokenTracker Wrapped",,active
wrapped.total_tokens,ui,WrappedPage,WrappedPage,total_tokens,"Total tokens",,active
wrapped.summary,ui,WrappedPage,WrappedPage,summary,"Across {{conversations}} conversations, {{days}} active days, and {{tools}} tools",,active
wrapped.top_tools,ui,WrappedPage,WrappedPage,top_tools,"Top tools",,active
wrapped.top_models,ui,WrappedPage,WrappedPage,top_models,"Top models",,active
wrapped.peak_hour,ui,WrappedPage,WrappedPage,peak_hour,"Peak hour",,active
wrapped.tokens,ui,WrappedPage,WrappedPage,tokens,"{{count}} tokens",,active
wrapped.longest_streak,ui,WrappedPage,WrappedPage,longest_streak,"Longest streak",,active
wrapped.days,ui,WrappedPage,WrappedPage,days,"{{count}} days",,active
wrapped.top_days,ui,WrappedPage,WrappedPage,top_days,"Top days",,active
wrapped.highlights,ui,WrappedPage,WrappedPage,highlights,"Highlights",,active
wrapped.footer,ui,WrappedPage,WrappedPage,footer,"Generated from local queue.jsonl · share with `{{command}}`",,active
wrapped.highlight.model,ui,WrappedPage,WrappedPage,highlight_model,"{{model}} powered {{percent}}% of your year.",,active
wrapped.highlight.day,ui,WrappedPage,WrappedPage,highlight_day,"Your busiest day was {{day}} ({{tokens}} tokens).",,active
wrapped.highlight.hour,ui,WrappedPage,WrappedPage,highlight_hour,"You hit peak flow around {{hour}}:00 UTC.",,active
wrapped.highlight.streak,ui,WrappedPage,WrappedPage,highlight_streak,"Longest streak: {{days}} consecutive days of coding with AI.",,active
wrapped.highlight.tools,ui,WrappedPage,WrappedPage,highlight_tools,"You used {{count}} different AI tools — that's range.",,active
widgets.preview.today,ui,WidgetsPage,WidgetsPage,preview_today,"Today",,active
widgets.preview.seven_days,ui,WidgetsPage,WidgetsPage,preview_seven_days,"7 days",,active
widgets.preview.heatmap_summary,ui,WidgetsPage,WidgetsPage,preview_heatmap_summary,"tokens · {{days}} active days",,active
widgets.preview.reset_days,ui,WidgetsPage,WidgetsPage,preview_reset_days,"in {{days}}d",,active
widgets.preview.reset_hours_minutes,ui,WidgetsPage,WidgetsPage,preview_reset_hours_minutes,"in {{hours}}h {{minutes}}m",,active
widgets.preview.metric,ui,WidgetsPage,WidgetsPage,preview_metric,"Metric",,active
landing.v3.how.scene.terminal_title,landing,LandingPage,HowItWorksSection,scene_terminal_title,"Terminal",,active
landing.v3.how.scene.prompt,landing,LandingPage,HowItWorksSection,scene_prompt,"""refactor the parser""",,active
landing.v3.how.scene.thinking,landing,LandingPage,HowItWorksSection,scene_thinking,"thinking…",,active
landing.v3.how.scene.editing,landing,LandingPage,HowItWorksSection,scene_editing,"editing {{path}}",,active
landing.v3.how.scene.files_changed,landing,LandingPage,HowItWorksSection,scene_files_changed,"{{count}} files changed",,active
landing.v3.how.scene.session_title,landing,LandingPage,HowItWorksSection,scene_session_title,"session log · last turn",,active
landing.v3.how.scene.appended,landing,LandingPage,HowItWorksSection,scene_appended,"appended locally",,active
landing.v3.how.scene.total_tokens,landing,LandingPage,HowItWorksSection,scene_total_tokens,"total tokens",,active
